SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;Facharzt-zeitschriften;Current DEAL Cost Contribution (2023);APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
10712;Surveys in Geophysics;Springer;Earth Sciences;https://springer.com/10712;0169-3298;1573-0956;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10713;The GENEVA Risk and Insurance Review;Palgrave Macmillan;Finance;https://springer.com/10713;1554-964X;1554-9658;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10714;General Relativity and Gravitation;Springer;Engineering;https://springer.com/10714;0001-7701;1572-9532;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
10717;Glass and Ceramics;Springer;Materials Science;https://springer.com/10717;0361-7610;1573-8515;Subscription-only;;;;;;;;;;;
10719;Glycoconjugate Journal;Springer;Life Sciences;https://springer.com/10719;0282-0080;1573-4986;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10720;Glass Engineering and Chemistry;Pleiades Publishing;Materials Science;https://springer.com/10720;1087-6596;1608-313X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10722;Genetic Resources and Crop Evolution;Springer;Life Sciences;https://springer.com/10722;0925-9864;1573-5109;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10723;Journal of Grid Computing;Springer;Computer Science;https://springer.com/10723;1570-7873;1572-9184;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10725;Plant Growth Regulation;Springer;Life Sciences;https://springer.com/10725;0167-6903;1573-5087;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10726;Group Decision and Negotiation;Springer;Business and Management;https://springer.com/10726;0926-2644;1572-9907;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10728;Health Care Analysis;Springer;Medicine & Public Health;https://springer.com/10728;1065-3058;1573-3394;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10729;Health Care Management Science;Springer;Business and Management;https://springer.com/10729;1386-9620;1572-9389;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10730;HEC Forum;Springer;Philosophy;https://springer.com/10730;0956-2737;1572-8498;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10732;Journal of Heuristics;Springer;Mathematics;https://springer.com/10732;1381-1231;1572-9397;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10733;High Energy Chemistry;Pleiades Publishing;Chemistry;https://springer.com/10733;0018-1439;1608-3148;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10734;Higher Education;Springer;Education;https://springer.com/10734;0018-1560;1573-174X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10735;Journal of Molecular Histology;Springer;Life Sciences;https://springer.com/10735;1567-2379;1567-2387;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10739;Journal of the History of Biology;Springer;History;https://springer.com/10739;0022-5010;1573-0387;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10740;High Temperature;Pleiades Publishing;Engineering;https://springer.com/10740;0018-151X;1608-3156;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10741;Heart Failure Reviews;Springer;Medicine & Public Health;https://springer.com/10741;1382-4147;1573-7322;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-11-02
10742;Health Services and Outcomes Research Methodology;Springer;Medicine & Public Health;https://springer.com/10742;1387-3741;1572-9400;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10743;Husserl Studies;Springer;Philosophy;https://springer.com/10743;0167-9848;1572-8501;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10745;Human Ecology;Springer;Social Sciences;https://springer.com/10745;0300-7839;1572-9915;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10746;Human Studies;Springer;Philosophy;https://springer.com/10746;0163-8548;1572-851X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10747;Human Physiology;Pleiades Publishing;Life Sciences;https://springer.com/10747;0362-1197;1608-3164;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10749;Power Technology and Engineering;Springer;Energy;https://springer.com/10749;1570-145X;1570-1468;Subscription-only;;;;;;;;;;;
10750;Hydrobiologia;Springer;Life Sciences;https://springer.com/10750;0018-8158;1573-5117;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10751;Hyperfine Interactions;Springer;Engineering;https://springer.com/10751;0304-3843;1572-9540;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
10753;Inflammation;Springer;Biomedicine;https://springer.com/10753;0360-3997;1573-2576;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10754;International Journal of Health Economics and Management;Springer;Medicine & Public Health;https://springer.com/10754;2199-9023;2199-9031;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10755;Innovative Higher Education;Springer;Education;https://springer.com/10755;0742-5627;1573-1758;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10758;Technology, Knowledge and Learning;Springer;Education;https://springer.com/10758;2211-1662;2211-1670;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10761;International Journal of Historical Archaeology;Springer;Social Sciences;https://springer.com/10761;1092-7697;1573-7748;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10762;Journal of Infrared, Millimeter, and Terahertz Waves;Springer;Engineering;https://springer.com/10762;1866-6892;1866-6906;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
10763;International Journal of Science and Mathematics Education;Springer;Education;https://springer.com/10763;1571-0068;1573-1774;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10764;International Journal of Primatology;Springer;Life Sciences;https://springer.com/10764;0164-0291;1573-8604;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10765;International Journal of Thermophysics;Springer;Engineering;https://springer.com/10765;0195-928X;1572-9567;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10766;International Journal of Parallel Programming;Springer;Computer Science;https://springer.com/10766;0885-7458;1573-7640;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10767;International Journal of Politics, Culture, and Society;Springer;Social Sciences;https://springer.com/10767;0891-4486;1573-3416;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10772;International Journal of Speech Technology;Springer;Engineering;https://springer.com/10772;1381-2416;1572-8110;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10773;International Journal of Theoretical Engineering;Springer;Engineering;https://springer.com/10773;0020-7748;1572-9575;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-04-04
10775;International Journal for Educational and Vocational Guidance;Springer;Education;https://springer.com/10775;1873-0388;1573-1782;Open Choice;;;;;CC BY;standard (Oasis);ISSN change;2021;pISSN updated;;2022-01-03
10776;International Journal of Wireless Information Networks;Springer;Engineering;https://springer.com/10776;1068-9605;1572-8129;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10778;International Applied Mechanics;Springer;Engineering;https://springer.com/10778;1063-7095;1573-8582;Subscription-only;;;;;;;Change of Main Discipline;2021;Former main discipline: Engineering;;2021-04-09
10780;Interchange;Springer;Education;https://springer.com/10780;0826-4805;1573-1790;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10781;Journal of Indian Philosophy;Springer;Philosophy;https://springer.com/10781;0022-1791;1573-0395;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10784;International Environmental Agreements: Politics, Law and Economics;Springer;Environment;https://springer.com/10784;1567-9764;1573-1553;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
10786;Instruments and Experimental Techniques;Pleiades Publishing;Engineering;https://springer.com/10786;0020-4412;1608-3180;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10787;Inflammopharmacology;Springer;Biomedicine;https://springer.com/10787;0925-4692;1568-5608;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10789;Inorganic Materials;Pleiades Publishing;Chemistry;https://springer.com/10789;0020-1685;1608-3172;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10790;The Journal of Value Inquiry;Springer;Philosophy;https://springer.com/10790;0022-5363;1573-0492;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10791;Information Retrieval Journal;Springer;Computer Science;https://springer.com/10791;1386-4564;1573-7659;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10792;International Ophthalmology;Springer;Medicine & Public Health;https://springer.com/10792;0165-5701;1573-2630;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
10796;Information Systems Frontiers;Springer;Business and Management;https://springer.com/10796;1387-3326;1572-9419;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10797;International Tax and Public Finance;Springer;Economics;https://springer.com/10797;0927-5940;1573-6970;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10798;International Journal of Technology and Design Education;Springer;Education;https://springer.com/10798;0957-7572;1573-1804;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10799;Information Technology and Management;Springer;Business and Management;https://springer.com/10799;1385-951X;1573-7667;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10800;Journal of Applied Electrochemistry;Springer;Chemistry;https://springer.com/10800;0021-891X;1572-8838;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10801;Journal of Algebraic Combinatorics;Springer;Mathematics;https://springer.com/10801;0925-9899;1572-9192;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10802;Research on Child and Adolescent Psychopathology;Springer;Psychology;https://springer.com/10802;2730-7166;2730-7174;Open Choice;;;;;CC BY;standard (Oasis);Title change;2021;Title change. Prior to Volume 48 (2020) published as Journal of Abnormal Child Psychology.;;2022-01-03
10803;Journal of Autism and Developmental Disorders;Springer;Psychology;https://springer.com/10803;0162-3257;1573-3432;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10804;Journal of Adult Development;Springer;Psychology;https://springer.com/10804;1068-0667;1573-3440;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10805;Journal of Academic Ethics;Springer;Education;https://springer.com/10805;1570-1727;1572-8544;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10806;Journal of Agricultural and Environmental Ethics;Springer;Philosophy;https://springer.com/10806;1187-7863;1573-322X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10808;Journal of Applied Mechanics and Technical Engineering;Pleiades Publishing;Engineering;https://springer.com/10808;0021-8944;1573-8620;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10809;Journal of Analytical Chemistry;Pleiades Publishing;Chemistry;https://springer.com/10809;1061-9348;1608-3199;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
10811;Journal of Applied Phycology;Springer;Life Sciences;https://springer.com/10811;0921-8971;1573-5176;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10812;Journal of Applied Spectroscopy;Springer;Engineering;https://springer.com/10812;0021-9037;1573-8647;Subscription-only;;;;;;;;;;;
10814;Journal of Archaeological Research;Springer;Social Sciences;https://springer.com/10814;1059-0161;1573-7756;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10815;Journal of Assisted Reproduction and Genetics;Springer;Medicine & Public Health;https://springer.com/10815;1058-0468;1573-7330;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10816;Journal of Archaeological Method and Theory;Springer;Social Sciences;https://springer.com/10816;1072-5369;1573-7764;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10817;Journal of Automated Reasoning;Springer;Computer Science;https://springer.com/10817;0168-7433;1573-0670;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10818;Journal of Bioeconomics;Springer;Economics;https://springer.com/10818;1387-6996;1573-6989;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10822;Journal of Computer-Aided Molecular Design;Springer;Chemistry;https://springer.com/10822;0920-654X;1573-4951;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10823;Journal of Cross-Cultural Gerontology;Springer;Social Sciences;https://springer.com/10823;0169-3816;1573-0719;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10824;Journal of Cultural Economics;Springer;Economics;https://springer.com/10824;0885-2545;1573-6997;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10825;Journal of Computational Electronics;Springer;Engineering;https://springer.com/10825;1569-8025;1572-8137;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10826;Journal of Child and Family Studies;Springer;Psychology;https://springer.com/10826;1062-1024;1573-2843;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
10827;Journal of Computational Neuroscience;Springer;Biomedicine;https://springer.com/10827;0929-5313;1573-6873;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
