Status;Revenue Model;Ownership;Society;EUR APC;License Type Offered;General Subject Category
P-Current publication;OO;N-Society Owned;International Society of Dermatology;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;International Association for Economic Theory;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Company of the International Journal of Experimental Pathology;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Institute of Food, Science and Technology (IFSTTF);;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;International Federation of Gynecology and Obstetrics (FIGO);;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;N-Society Owned;Japan Sociological Society;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Royal College of Speech and Language Therapists (RCSLT);;CC-BY to all;Humanities
P-Current publication;OO;J-Joint Owned;Blackwell & British Academy of Management;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Australian College of Mental Health Nursing;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Wiley;2100;CC-BY to all;Medicine
R-To be sold/Transfrd;OO;N-Society Owned;Nautical Archaeology Society;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Nanda International Inc;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Blackwell & British Society of Paediatric Dentistry;;CC-BY to all;Nursing, Dentistry & Healthcare
R-To be sold/Transfrd;OO;N-Society Owned;Royal Pharmaceutical Society;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;International Union of Psychological Science;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;J-Joint Owned;Blackwell/Asia Pacific League of Associations for Rheumatology;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;J-Joint Owned;Blackwell & Akademikerforbundet SSR;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;J-Joint Owned;Blackwell/Brian Towers;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Editorial Board;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Blackwell & British Association of Urological Nurses;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Japanese Urological Association;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;International Labour Organization;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Organization for Migration;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;International Council of Nurses;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;International Review of Finance Ltd;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;World Council of Churches;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;International Social Security Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;International Statistical Institute;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;International Federation of Operational Research Societies;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
To be ceased;OO;N-Society Owned;Zoological Society of London;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;American Microscopical Society;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Institute of Public Policy Research;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Mr S P Gopal;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;International Society of Blood Transfusion;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY mandate only;Chemistry
P-Current publication;OO;N-Society Owned;International Union of Biochemistry and Molecular Biology;;CC-BY to all;Life Sciences
P-Current publication;OA;N-Society Owned;Architectural Institute of Japan;1377;CC-BY mandate only;Architecture & Planning
P-Current publication;OO;N-Society Owned;Japan Academy of Nursing Science;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OA;N-Society Owned;American Society for Bone and Mineral Research;2252;CC-BY only;Life Sciences
P-Current publication;OO;J-Joint Owned;Blackwell & University Association for Contemporary European Studies;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;Society on Sarcopenia, Cachexia and Wasting Disorders;1600;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;Society on Sarcopenia, Cachexia and Wasting Disorders;1600;CC-BY mandate only;Medicine
P-Current publication;OA;J-Joint Owned;Wiley & Journal of Gastroenterology and Hepatology Foundation;1804;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;Society for the Study of Inborn Errors of Metabolism;846,5;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Orthopaedic Research Society;2065;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;American Water Works Association;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Deutsche Dermatologische Gesellschaft;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;British Society for Eighteenth-Century Studies;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Society for the Scientific Study of Religion;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;The Accounting Research Center at the University of Chicago Booth School of Business;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Literacy Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Institute of Chemical Engineers;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OA;N-Society Owned;American Geophysical Union;1625;CC-BY to all;Earth, Space & Environmental Sciences
R-To be sold/Transfrd;OO;N-Society Owned;American Society for Aesthetics;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Agricultural Economics Society;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;American Geriatrics Society;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Anatomical Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;British Ecological Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;Society for the Experimental Analysis of Behavior;;CC-BY to all;Psychology
P-Current publication;OA;N-Society Owned;American Association of Physicists in Medicine (AAPM);550;CC-BY only;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Cantillon & Mann, LLC;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Union of Crystallography;;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;British Ecological Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;Society for Applied Microbiology;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Society for Applied Philosophy;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;N-Society Owned;American Fisheries Society;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;Japanese Heart Rhythm Society;Covered by 3rd Party;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Nordic Society Oikos;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;American Society for Bone and Mineral Research (ASBMR);;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Council of Supply Chain Management Professionals;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;Society on Sarcopenia, Cachexia and Wasting Disorders;2600;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OA;J-Joint Owned;Blackwell/Editor;2850;CC-BY only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Society of Chemical Industry;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Nursing, Dentistry & Healthcare
R-To be sold/Transfrd;OO;N-Society Owned;International Society for Chinese Philosophy;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;1700;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;American College of Clinical Pharmacology;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;American Counseling Association (ACA);;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
