Status;Revenue Model;Ownership;Owned By;EUR APC;License Type Offered;General Subject Category
P-Current publication;HOA;J-Joint Owned;Wiley & Institute of Electrical Engineers of Japan;;TBD;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;Currently Waived;CC-BY for all;Computer Science  & Information Technology
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2200;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2200;CC-BY for all;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Computer Science  & Information Technology
N-Not Yet Published;OA;N-Society Owned;The Institution of Engineering and Technology;TBD;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;3000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology and Zhejiang University Press;Currently Waived;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2570;CC-BY for all;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology and Tianjin University;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2500;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2310;CC-BY for all;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2310;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2210;CC-BY for all;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2060;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2060;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2170;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2500;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;Currently Waived;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2260;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;3180;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2200;CC-BY for all;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2060;CC-BY for all;Physical Sciences & Engineering
B-To be Outsourced;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;Japanese Urological Association and Urological Association of Asia;1210;CC-BY for all;Medicine
Accepting Submissions;OA;N-Society Owned;Tsinghua University Press;Currently Waived;CC-BY for all;Health Sciences
P-Current publication;OA;N-Society Owned;iMeta Science Communication Co., Ltd;Currently Waived;CC-BY only;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;2320;CC-BY only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY Only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Australian and New Zealand Society for Immunology;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;2310;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;British Veterinary Association;;CC-BY by mandate only;Veterinary Medicine
P-Current publication;SUBS;J-Joint Owned;Wiley & International Council on Systems Engineering;;CTA;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1995;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Regents of the University of California;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;J-Joint Owned;Blackwell/Brian Towers;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;International Congress of Infant Studies;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Michigan Association for Infant Mental Health;;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell;3410;CC-BY only;Medicine
P-Current publication;OA;J-Joint Owned;Uni of Electronic Sci and Tech of China and Wiley;3041;CC-BY only;Physical Sciences & Engineering
N-Not Yet Published;OA;N-Society Owned;Zhejiang University;Currently Waived;CC-BY only;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Computer Science  & Information Technology
Accepting Submissions;OA;J-Joint Owned;"University of Electronic Science and Technology of China (UESTC); Wiley";1350;CC-BY Only;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Royal Entomological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Royal Entomological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;CAS Institute of Zoology;;CC-BY for all;Life Sciences
P-Current publication;SUBS;N-Society Owned;International Council on Systems Engineering;;CTA;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Society of Environmental Toxicology & Chemistry;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Chinese Academy of Sciences;Currently Waived;CC-BY for all;Life Sciences
P-Current publication;HOA;J-Joint Owned;Wiley & International Society of Zoological Sciences, Institute of Zoology/Chinese Academy of Sciences;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;J-Joint Owned;Wiley & Wuhan University of Technology;3150;CC-BY only;Physical Sciences & Engineering
N-Not Yet Published;OA;N-Society Owned;Nanfang Hospital, Southern Medical University;Currently Waived;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;The Royal Australasian College of Physicians;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;University of Pennsylvania/Osaka University;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;British Endodontic Society;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Academy of Otolaryngic Allergy;;CC-BY by mandate only;Medicine
P-Current publication;HOA;J-Joint Owned;Wiley & INSOL International;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Ceramic Society (ACerS);;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley and American Ceramic Society;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;J-Joint Owned;Blackwell & National Society for Education in Art and Design;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Union for International Cancer Control;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Life Sciences
P-Current publication;OA;N-Society Owned;American Ceramic Society;1680;CC-BY only;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1886;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Society of Cosmetic Scientists and the Societe Francaise de Cosmetologie;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Society of Dairy Technology;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Hindawi;1258;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;International Society of Dermatology;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;International Society for Developmental Neuroscience;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;911;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Life Sciences
P-Current publication;HOA;N-Society Owned;International Association for Economic Theory;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;2168;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Company of the International Journal of Experimental Pathology;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Institute of Food, Science and Technology (IFSTTF);;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;International Federation of Gynecology and Obstetrics (FIGO);;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;2168;CC-BY for all;Computer Science  & Information Technology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
