SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschrift;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
10902;Journal of Happiness Studies;Springer;Social Sciences;https://link.springer.com/journal/10902;1389-4978;1573-7780;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10903;Journal of Immigrant and Minority Health;Springer;Medicine & Public Health;https://link.springer.com/journal/10903;1557-1912;1557-1920;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10904;Journal of Inorganic and Organometallic Polymers and Materials;Springer;Chemistry;https://link.springer.com/journal/10904;1574-1443;1574-1451;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10905;Journal of Insect Behavior;Springer;Life Sciences;https://link.springer.com/journal/10905;0892-7553;1572-8889;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10909;Journal of Low Temperature Physics;Springer;Physics;https://link.springer.com/journal/10909;0022-2291;1573-7357;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10910;Journal of Mathematical Chemistry;Springer;Chemistry;https://link.springer.com/journal/10910;0259-9791;1572-8897;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10911;Journal of Mammary Gland Biology and Neoplasia;Springer;Medicine & Public Health;https://link.springer.com/journal/10911;1083-3021;1573-7039;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10912;Journal of Medical Humanities;Springer;Cultural and Media Studies;https://link.springer.com/journal/10912;1041-3545;1573-3645;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10913;Journal of Mining Science;Pleiades Publishing;Earth Sciences;https://link.springer.com/journal/10913;1062-7391;1573-8736;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
10914;Journal of Mammalian Evolution;Springer;Life Sciences;https://link.springer.com/journal/10914;1064-7554;1573-7055;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10915;Journal of Scientific Computing;Springer;Mathematics;https://link.springer.com/journal/10915;0885-7474;1573-7691;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10916;Journal of Medical Systems;Springer;Medicine & Public Health;https://link.springer.com/journal/10916;;1573-689X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10919;Journal of Nonverbal Behavior;Springer;Psychology;https://link.springer.com/journal/10919;0191-5886;1573-3653;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10921;Journal of Nondestructive Evaluation;Springer;Engineering;https://link.springer.com/journal/10921;0195-9298;1573-4862;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10922;Journal of Network and Systems Management;Springer;Computer Science;https://link.springer.com/journal/10922;1064-7570;1573-7705;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10924;Journal of Polymers and the Environment;Springer;Chemistry;https://link.springer.com/journal/10924;1566-2543;1572-8919;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10926;Journal of Occupational Rehabilitation;Springer;Medicine & Public Health;https://link.springer.com/journal/10926;1053-0487;1573-3688;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10928;Journal of Pharmacokinetics and Pharmacodynamics;Springer;Biomedicine;https://link.springer.com/journal/10928;1567-567X;1573-8744;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10930;The Protein Journal;Springer;Chemistry;https://link.springer.com/journal/10930;1572-3887;1573-4943;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10933;Journal of Paleolimnology;Springer;Earth Sciences;https://link.springer.com/journal/10933;0921-2728;1573-0417;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10934;Journal of Porous Materials;Springer;Chemistry;https://link.springer.com/journal/10934;1380-2224;1573-4854;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10935;The Journal of Primary Prevention;Springer;Medicine & Public Health;https://link.springer.com/journal/10935;0278-095X;1573-6547;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10936;Journal of Psycholinguistic Research;Springer;Psychology;https://link.springer.com/journal/10936;0090-6905;1573-6555;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10940;Journal of Quantitative Criminology;Springer;Criminology and Criminal Justice;https://link.springer.com/journal/10940;0748-4518;1573-7799;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10942;Journal of Rational-Emotive and Cognitive-Behavior Therapy;Springer;Psychology;https://link.springer.com/journal/10942;0894-9085;1573-6563;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10943;Journal of Religion and Health;Springer;Medicine & Public Health;https://link.springer.com/journal/10943;0022-4197;1573-6571;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10946;Journal of Russian Laser Research;Springer;Physics;https://link.springer.com/journal/10946;1071-2836;1573-8760;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
10947;Journal of Structural Chemistry;Pleiades Publishing;Chemistry;https://link.springer.com/journal/10947;0022-4766;1573-8779;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
10948;Journal of Superconductivity and Novel Magnetism;Springer;Physics;https://link.springer.com/journal/10948;1557-1939;1557-1947;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10950;Journal of Seismology;Springer;Earth Sciences;https://link.springer.com/journal/10950;1383-4649;1573-157X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10951;Journal of Scheduling;Springer;Business and Management;https://link.springer.com/journal/10951;1094-6136;1099-1425;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10953;Journal of Solution Chemistry;Springer;Chemistry;https://link.springer.com/journal/10953;0095-9782;1572-8927;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10955;Journal of Statistical Physics;Springer;Physics;https://link.springer.com/journal/10955;0022-4715;1572-9613;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10956;Journal of Science Education and Technology;Springer;Education;https://link.springer.com/journal/10956;1059-0145;1573-1839;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10957;Journal of Optimization Theory and Applications;Springer;Mathematics;https://link.springer.com/journal/10957;0022-3239;1573-2878;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10958;Journal of Mathematical Sciences;Springer;Mathematics;https://link.springer.com/journal/10958;1072-3374;1573-8795;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
10959;Journal of Theoretical Probability;Springer;Mathematics;https://link.springer.com/journal/10959;0894-9840;1572-9230;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10961;The Journal of Technology Transfer;Springer;Business and Management;https://link.springer.com/journal/10961;0892-9912;1573-7047;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10963;Journal of World Prehistory;Springer;Social Sciences;https://link.springer.com/journal/10963;0892-7537;1573-7802;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10964;Journal of Youth and Adolescence;Springer;Psychology;https://link.springer.com/journal/10964;0047-2891;1573-6601;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10965;Journal of Polymer Research;Springer;Chemistry;https://link.springer.com/journal/10965;1022-9760;1572-8935;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10967;Journal of Radioanalytical and Nuclear Chemistry;Akad�miai Kiad�, co-published with Springer;Chemistry;https://link.springer.com/journal/10967;0236-5731;1588-2780;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10971;Journal of Sol-Gel Science and Technology;Springer;Materials Science;https://link.springer.com/journal/10971;0928-0707;1573-4846;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10973;Journal of Thermal Analysis and Calorimetry;Akad�miai Kiad�, co-published with Springer;Chemistry;https://link.springer.com/journal/10973;1388-6150;1588-2926;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10974;Journal of Muscle Research and Cell Motility;Springer;Life Sciences;https://link.springer.com/journal/10974;0142-4319;1573-2657;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10975;Kinetics and Catalysis;Pleiades Publishing;Chemistry;https://link.springer.com/journal/10975;0023-1584;1608-3210;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
10978;Law and Critique;Springer;Philosophy;https://link.springer.com/journal/10978;0957-8536;1572-8617;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10980;Landscape Ecology;Springer;Life Sciences;https://link.springer.com/journal/10980;0921-2973;1572-9761;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10982;Law and Philosophy;Springer;Law;https://link.springer.com/journal/10982;0167-5249;1573-0522;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10984;Learning Environments Research;Springer;Education;https://link.springer.com/journal/10984;1387-1579;1573-1855;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10985;Lifetime Data Analysis;Springer;Statistics;https://link.springer.com/journal/10985;1380-7870;1572-9249;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10986;Lithuanian Mathematical Journal;Springer;Mathematics;https://link.springer.com/journal/10986;0363-1672;1573-8825;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;Hybrid Specific Workflow updated;;2019-11-19
10987;Lithology and Mineral Resources;Pleiades Publishing;Earth Sciences;https://link.springer.com/journal/10987;0024-4902;1608-3229;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
10988;Linguistics and Philosophy;Springer;Linguistics;https://link.springer.com/journal/10988;0165-0157;1573-0549;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10989;International Journal of Peptide Research and Therapeutics;Springer;Life Sciences;https://link.springer.com/journal/10989;;1573-3904;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10991;Liverpool Law Review;Springer;Law;https://link.springer.com/journal/10991;0144-932X;1572-8625;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10992;Journal of Philosophical Logic;Springer;Philosophy;https://link.springer.com/journal/10992;0022-3611;1573-0433;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10993;Language Policy;Springer;Linguistics;https://link.springer.com/journal/10993;1568-4555;1573-1863;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10994;Machine Learning;Springer;Computer Science;https://link.springer.com/journal/10994;0885-6125;1573-0565;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10995;Maternal and Child Health Journal;Springer;Medicine & Public Health;https://link.springer.com/journal/10995;1092-7875;1573-6628;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10997;Journal of Management and Governance;Springer;Business and Management;https://link.springer.com/journal/10997;1385-3457;1572-963X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10998;Periodica Mathematica Hungarica;Akad�miai Kiad�, co-published with Springer;Mathematics;https://link.springer.com/journal/10998;0031-5303;1588-2829;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
10999;International Journal of Mechanics and Materials in Design;Springer;Engineering;https://link.springer.com/journal/10999;1569-1713;1573-8841;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11001;Marine Geophysical Researches;Springer;Earth Sciences;https://link.springer.com/journal/11001;0025-3235;1573-0581;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11002;Marketing Letters;Springer;Business and Management;https://link.springer.com/journal/11002;0923-0645;1573-059X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11003;Materials Science;Springer;Materials Science;https://link.springer.com/journal/11003;1068-820X;1573-885X;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11004;Mathematical Geosciences;Springer;Earth Sciences;https://link.springer.com/journal/11004;1874-8961;1874-8953;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11005;Letters in Mathematical Physics;Springer;Physics;https://link.springer.com/journal/11005;0377-9017;1573-0530;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11006;Mathematical Notes;Pleiades Publishing;Mathematics;https://link.springer.com/journal/11006;0001-4346;1573-8876;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11007;Continental Philosophy Review;Springer;Philosophy;https://link.springer.com/journal/11007;1387-2842;1573-1103;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11008;Molecular Biology;Pleiades Publishing;Life Sciences;https://link.springer.com/journal/11008;0026-8933;1608-3245;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11009;Methodology and Computing in Applied Probability;Springer;Statistics;https://link.springer.com/journal/11009;1387-5841;1573-7713;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11010;Molecular and Cellular Biochemistry;Springer;Life Sciences;https://link.springer.com/journal/11010;0300-8177;1573-4919;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11011;Metabolic Brain Disease;Springer;Biomedicine;https://link.springer.com/journal/11011;0885-7490;1573-7365;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11012;Meccanica;Springer;Physics;https://link.springer.com/journal/11012;0025-6455;1572-9648;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11013;Culture, Medicine and Psychiatry;Springer;Social Sciences;https://link.springer.com/journal/11013;0165-005X;1573-076X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11015;Metallurgist;Springer;Materials Science;https://link.springer.com/journal/11015;0026-0894;1573-8892;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11016;Metascience;Springer;Philosophy;https://link.springer.com/journal/11016;0815-0796;1467-9981;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11017;Theoretical Medicine and Bioethics;Springer;Philosophy;https://link.springer.com/journal/11017;1386-7415;1573-1200;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11018;Measurement Techniques;Springer;Physics;https://link.springer.com/journal/11018;0543-1972;1573-8906;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11019;Medicine, Health Care and Philosophy;Springer;Philosophy;https://link.springer.com/journal/11019;1386-7423;1572-8633;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11021;Microbiology;Pleiades Publishing;Life Sciences;https://link.springer.com/journal/11021;0026-2617;1608-3237;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11023;Minds and Machines;Springer;Computer Science;https://link.springer.com/journal/11023;0924-6495;1572-8641;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11024;Minerva - A Review of Science, Learning and Policy;Springer;Social Sciences;https://link.springer.com/journal/11024;0026-4695;1573-1871;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11027;Mitigation and Adaptation Strategies for Global Change;Springer;Earth Sciences;https://link.springer.com/journal/11027;1381-2386;1573-1596;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11029;Mechanics of Composite Materials;Springer;Materials Science;https://link.springer.com/journal/11029;0191-5665;1573-8922;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11030;Molecular Diversity;Springer;Life Sciences;https://link.springer.com/journal/11030;;1573-501X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11031;Motivation and Emotion;Springer;Psychology;https://link.springer.com/journal/11031;0146-7239;1573-6644;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11032;Molecular Breeding;Springer;Life Sciences;https://link.springer.com/journal/11032;1380-3743;1572-9788;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11033;Molecular Biology Reports;Springer;Life Sciences;https://link.springer.com/journal/11033;;1573-4978;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11036;Mobile Networks and Applications;Springer;Engineering;https://link.springer.com/journal/11036;1383-469X;1572-8153;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11038;Earth, Moon, and Planets;Springer;Physics;https://link.springer.com/journal/11038;0167-9295;1573-0794;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11040;Mathematical Physics, Analysis and Geometry;Springer;Physics;https://link.springer.com/journal/11040;;1572-9656;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11041;Metal Science and Heat Treatment;Springer;Materials Science;https://link.springer.com/journal/11041;0026-0673;1573-8973;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
11042;Multimedia Tools and Applications;Springer;Computer Science;https://link.springer.com/journal/11042;1380-7501;1573-7721;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11043;Mechanics of Time-Dependent Materials;Springer;Engineering;https://link.springer.com/journal/11043;1385-2000;1573-2738;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11044;Multibody System Dynamics;Springer;Engineering;https://link.springer.com/journal/11044;1384-5640;1573-272X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11045;Multidimensional Systems and Signal Processing;Springer;Engineering;https://link.springer.com/journal/11045;0923-6082;1573-0824;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11046;Mycopathologia;Springer;Life Sciences;https://link.springer.com/journal/11046;0301-486X;1573-0832;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11047;Natural Computing;Springer;Computer Science;https://link.springer.com/journal/11047;;1572-9796;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11049;Natural Language and Linguistic Theory;Springer;Linguistics;https://link.springer.com/journal/11049;0167-806X;1573-0859;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
11050;Natural Language Semantics;Springer;Linguistics;https://link.springer.com/journal/11050;0925-854X;1572-865X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
